,PID,CCName,Lat,Lon,latitude,longitude,distance
17006,896,CC2,29.94163953599776,-95.62146636400223,32.770342808657546,-94.35862384644467,209.16038438857728
17007,896,CC3,29.57231623599776,-98.66450816400224,32.770342808657546,-94.35862384644467,337.0152273464032
17008,896,CC4,33.01436533599776,-96.91406716400223,32.770342808657546,-94.35862384644467,149.21147183602005
17009,896,CC5,32.90621253599776,-97.24508146400224,32.770342808657546,-94.35862384644467,167.82385370765635
17010,896,CC6,30.317991435997758,-95.54625956400224,32.770342808657546,-94.35862384644467,183.30116355925946
17011,896,CC7,30.40097953599776,-97.60847516400224,32.770342808657546,-94.35862384644467,251.7418810555438
17012,896,CC8,30.256567935997758,-97.86651526400223,32.770342808657546,-94.35862384644467,269.8942313386746
17013,896,CC9,33.494254235997765,-94.10303056400224,32.770342808657546,-94.35862384644467,52.157891045894694
17014,896,CC10,29.98764483599776,-94.00640206400223,32.770342808657546,-94.35862384644467,193.38500381499816
17015,896,CC11,32.66487923599776,-97.18582756400224,32.770342808657546,-94.35862384644467,164.50580523493642
17016,896,CC12,30.165192835997757,-97.84980756400223,32.770342808657546,-94.35862384644467,273.3324232226313
17017,896,CC13,33.060500835997765,-97.01219376400223,32.770342808657546,-94.35862384644467,155.20843930769453
17018,896,CC14,33.214847035997764,-96.71342586400223,32.770342808657546,-94.35862384644467,139.87406451239755
17019,896,CC15,29.519389635997758,-95.42682336400223,32.770342808657546,-94.35862384644467,233.3275722121826
17020,896,CC16,32.62743383599776,-96.85587306400224,32.770342808657546,-94.35862384644467,145.53093717741348
17021,896,CC17,31.61238243599776,-94.64591756400223,32.770342808657546,-94.35862384644467,81.7518412407215
17022,896,CC18,32.917913235997766,-97.20241866400224,32.770342808657546,-94.35862384644467,165.38832312015663
17023,896,CC19,31.947098935997758,-106.43302206400223,32.770342808657546,-94.35862384644467,706.6171840076568
17024,897,CC1,30.58141743599776,-96.27354916400223,29.3933371,-94.98654539799497,112.56149340563435
17025,897,CC2,29.94163953599776,-95.62146636400223,29.3933371,-94.98654539799497,53.741755485158265
17026,897,CC3,29.57231623599776,-98.66450816400224,29.3933371,-94.98654539799497,221.55093991603854
17027,897,CC4,33.01436533599776,-96.91406716400223,29.3933371,-94.98654539799497,274.88395370182207
17028,897,CC5,32.90621253599776,-97.24508146400224,29.3933371,-94.98654539799497,277.0103173831217
17029,897,CC6,30.317991435997758,-95.54625956400224,29.3933371,-94.98654539799497,72.15607788938836
17030,897,CC7,30.40097953599776,-97.60847516400224,29.3933371,-94.98654539799497,171.7831963237517
17031,897,CC8,30.256567935997758,-97.86651526400223,29.3933371,-94.98654539799497,182.63659005803405
17032,897,CC9,33.494254235997765,-94.10303056400224,29.3933371,-94.98654539799497,288.088722180519
17033,897,CC10,29.98764483599776,-94.00640206400223,29.3933371,-94.98654539799497,71.7433102141763
